chrom	start	end	pas	score	strand	polyAsite_exon_idx	nr_polyAsites_on_exon	exon	gene	M323K_WT_1	M323K_HOM_1	M323K_WT_2	M323K_HOM_2	M323K_WT_3	M323K_HOM_3	M323K_WT_4	M323K_HOM_4	M323K_WT_1	M323K_HOM_5
chr2	73093197	73093229	chr2:-:73093200:TE	6	-	1	2	ENSMUST00000028517:11:11:73092800:73093724	ENSMUST00000028517	212.69237	162.043399	173.891218	180.586616	164.030612	147.067946	197.004483	176.187968	212.69237	196.986307
chr2	73092778	73092827	chr2:-:73092802:TE	9	-	2	2	ENSMUST00000028517:11:11:73092800:73093724	ENSMUST00000028517	33.602017	27.070137	28.69878	23.739288	31.133344	28.476198	27.653364	25.920927	33.602017	29.271653
chr19	53373273	53373303	chr19:+:53373292:TE	9	+	1	2	ENSMUST00000025998:6:6:53371572:53375810	ENSMUST00000025998	188.905225	158.72056	160.46878	151.711714	154.040954	181.705876	165.706701	176.397042	188.905225	160.359169
chr19	53375562	53375565	chr19:+:53375565:TE	3	+	2	2	ENSMUST00000025998:6:6:53371572:53375810	ENSMUST00000025998	0.266884	0.09483	0.113376	0.071089	0.071821	0.13407	0.152486	0.101369	0.266884	0.16118
chr1	161083445	161083474	chr1:+:161083464:TE	9	+	1	2	ENSMUST00000028035:4:4:161082907:161086720	ENSMUST00000028035	9.057935	9.134014	6.491816	4.32348	7.469391	4.479423	6.5137	8.909923	9.057935	7.998029
chr1	161086699	161086722	chr1:+:161086720:TE	5	+	2	2	ENSMUST00000028035:4:4:161082907:161086720	ENSMUST00000028035	0.943295	0.976748	0.944799	1.387305	1.164372	1.013793	1.209723	1.655696	0.943295	1.213209
chr4	117888894	117888928	chr4:-:117888908:TE	9	-	1	2	ENSMUST00000030265:6:6:117888642:117889676	ENSMUST00000030265	18.75547	15.800554	15.150369	17.095734	15.297887	17.631184	20.773697	17.439711	18.75547	16.470886
chr4	117888639	117888649	chr4:-:117888643:TE	6	-	2	2	ENSMUST00000030265:6:6:117888642:117889676	ENSMUST00000030265	0.0	0.0	0.354824	0.105556	0.050057	0.0	0.0	0.0	0.0	0.287511
chr7	134266256	134266302	chr7:-:134266275:TE	2	-	1	2	ENSMUST00000094002:8:8:134265778:134266651	ENSMUST00000094002	17.733951	18.190267	16.147657	21.156402	11.761244	14.551236	16.702316	16.115577	17.733951	16.163772
chr7	134265777	134265803	chr7:-:134265782:TE	5	-	2	2	ENSMUST00000094002:8:8:134265778:134266651	ENSMUST00000094002	10.385451	6.234116	9.154048	5.816341	8.218071	6.029497	7.616683	8.683954	10.385451	9.161141
chr10	122995062	122995092	chr10:-:122995072:TE	9	-	1	2	ENSMUST00000073792:36:36:122992059:122995833	ENSMUST00000073792	105.62606	99.228088	87.87886	93.440595	101.864037	91.439726	120.118424	98.169652	105.62606	94.928673
chr10	122992041	122992081	chr10:-:122992061:TE	8	-	2	2	ENSMUST00000073792:36:36:122992059:122995833	ENSMUST00000073792	7.886868	10.000759	7.26865	9.291066	6.72724	9.687968	7.886075	10.495927	7.886868	10.380884
chrX	151934858	151934900	chrX:+:151934886:TE	9	+	1	2	ENSMUST00000112622:81:81:151934280:151935417	ENSMUST00000112622	182.297557	170.671021	166.42731	165.10007	162.541957	152.054266	172.85576	184.793783	182.297557	180.042771
chrX	151935400	151935428	chrX:+:151935415:TE	6	+	2	2	ENSMUST00000112622:81:81:151934280:151935417	ENSMUST00000112622	18.776177	22.905209	17.823099	18.905262	15.506821	18.959032	18.206846	18.932794	18.776177	22.375749
chr10	24188924	24188972	chr10:+:24188959:TE	9	+	1	2	ENSMUST00000220041:10:10:24187627:24190222	ENSMUST00000220041	168.272367	153.081976	166.538586	154.602651	160.948835	140.379116	166.204822	162.234932	168.272367	164.33858
chr10	24190215	24190232	chr10:+:24190219:TE	6	+	2	2	ENSMUST00000220041:10:10:24187627:24190222	ENSMUST00000220041	2.215593	2.315746	2.317906	2.746605	1.954404	1.860457	3.13359	2.614478	2.215593	2.944808
chr11	42131473	42131499	chr11:-:42131486:TE	2	-	1	2	ENSMUST00000020707:10:10:42130938:42133790	ENSMUST00000020707	34.214009	28.536207	28.247376	32.110511	36.202171	29.949136	37.026179	33.924864	34.214009	40.647934
chr11	42130917	42130953	chr11:-:42130918:TE	4	-	2	2	ENSMUST00000020707:10:10:42130938:42133790	ENSMUST00000020707	22.648289	23.485568	19.945747	24.359698	19.733382	19.612855	20.331487	25.359173	22.648289	26.533765
chr18	36798340	36798364	chr18:+:36798349:TE	6	+	1	2	ENSMUST00000001419:6:6:36797878:36799666	ENSMUST00000001419	179.322726	152.87904	189.21585	146.539479	184.238448	132.099806	178.205482	149.466647	179.322726	164.91578
chr18	36799634	36799675	chr18:+:36799658:TE	9	+	2	2	ENSMUST00000001419:6:6:36797878:36799666	ENSMUST00000001419	24.580894	20.708949	25.402483	22.336904	22.153535	21.212518	25.073806	23.809071	24.580894	25.211651
chr6	54985638	54985683	chr6:-:54985648:TE	9	-	1	2	ENSMUST00000131475:4:4:54982579:54986001	ENSMUST00000131475	49.700156	38.679211	46.007489	47.00896	47.502018	43.108244	45.964409	45.858965	49.700156	44.551111
chr6	54983922	54983923	chr6:-:54983923:TE	1	-	2	2	ENSMUST00000131475:4:4:54982579:54986001	ENSMUST00000131475	1.228585	1.302963	0.999387	1.087871	1.201371	0.931147	1.275801	1.188975	1.228585	1.030247
chr4	152332450	152332500	chr4:+:152332498:TE	9	+	1	2	ENSMUST00000188151:4:4:152332279:152334070	ENSMUST00000188151	667.91745	708.181943	724.425318	740.25864	713.607593	763.667167	702.335965	791.903968	667.91745	722.203262
chr4	152334037	152334088	chr4:+:152334067:TE	9	+	2	2	ENSMUST00000188151:4:4:152332279:152334070	ENSMUST00000188151	136.129007	106.727235	126.65759	106.234391	121.45813	106.317873	130.44682	118.971439	136.129007	124.143694
chr5	91949292	91949304	chr5:-:91949293:TE	1	-	1	2	ENSMUST00000140670:10:10:91948903:91949864	ENSMUST00000140670	67.4134	80.138833	83.511791	71.980451	67.535743	66.926871	69.919983	67.131696	67.4134	80.76223
chr5	91948897	91948924	chr5:-:91948905:TE	9	-	2	2	ENSMUST00000140670:10:10:91948903:91949864	ENSMUST00000140670	27.304946	19.680993	17.955371	23.523868	18.619068	20.909482	28.771595	25.724525	27.304946	24.91325
chr9	106349855	106349895	chr9:+:106349876:TE	9	+	1	2	ENSMUST00000188660:6:6:106349681:106350521	ENSMUST00000188660	1.633511	5.431855	2.523662	2.992184	3.823928	6.685157	4.198452	3.782335	1.633511	4.201579
chr9	106350502	106350523	chr9:+:106350521:TE	7	+	2	2	ENSMUST00000188660:6:6:106349681:106350521	ENSMUST00000188660	2.043039	2.852483	2.410286	2.656129	1.421187	2.332459	2.958231	2.565906	2.043039	2.933917
chr8	112019119	112019158	chr8:+:112019140:TE	1	+	1	2	ENSMUST00000052138:3:3:112017838:112020528	ENSMUST00000052138	30.489143	31.669386	31.23084	33.116522	29.085356	29.613042	34.31955	33.192049	30.489143	36.211119
chr8	112020510	112020532	chr8:+:112020532:TE	3	+	2	2	ENSMUST00000052138:3:3:112017838:112020528	ENSMUST00000052138	8.763443	9.549369	7.680162	7.884373	9.106041	8.202174	8.020772	9.482236	8.763443	8.867096
chrX	41610308	41610343	chrX:+:41610324:TE	7	+	1	2	ENSMUST00000148212:11:11:41609913:41613554	ENSMUST00000148212	76.020393	56.279636	84.431395	70.194619	75.168364	63.832231	74.199761	82.334951	76.020393	82.350073
chrX	41613516	41613554	chrX:+:41613517:TE	3	+	2	2	ENSMUST00000148212:11:11:41609913:41613554	ENSMUST00000148212	0.885777	2.856276	0.946898	2.690596	0.820501	1.95045	0.726851	2.728519	0.885777	2.522254
chr5	28077497	28077530	chr5:+:28077515:TE	2	+	1	2	ENSMUST00000059155:5:5:28076790:28078662	ENSMUST00000059155	161.885568	167.006795	149.31176	145.315894	138.6386	133.093397	168.540402	151.192034	161.885568	164.25799
chr5	28078639	28078672	chr5:+:28078661:TE	9	+	2	2	ENSMUST00000059155:5:5:28076790:28078662	ENSMUST00000059155	75.258855	75.774762	64.552834	69.526817	63.672641	59.810117	75.290037	65.385191	75.258855	74.084137
chr1	171342233	171342254	chr1:-:171342234:TE	9	-	1	2	ENSMUST00000111289:7:7:171340570:171342797	ENSMUST00000111289	47.328113	62.604789	46.131363	63.744943	44.472475	65.957156	52.040982	71.587713	47.328113	56.611319
chr1	171340572	171340596	chr1:-:171340578:TE	8	-	2	2	ENSMUST00000111289:7:7:171340570:171342797	ENSMUST00000111289	4.219521	3.434738	4.062634	3.679374	3.099188	3.397676	3.740994	3.48034	4.219521	3.585173
chr3	153203462	153203493	chr3:-:153203469:TE	8	-	1	2	ENSMUST00000200397:5:5:153198265:153205591	ENSMUST00000200397	10.64083	10.099382	11.327085	10.865787	12.688389	10.327098	12.30055	12.383927	10.64083	11.576667
chr3	153198269	153198295	chr3:-:153198284:TE	3	-	2	2	ENSMUST00000200397:5:5:153198265:153205591	ENSMUST00000200397	3.050755	2.135569	2.777708	2.339462	2.731377	2.163493	3.070055	3.072751	3.050755	2.66601
chr9	123076827	123076862	chr9:-:123076832:TE	9	-	1	3	ENSMUST00000147563:7:7:123072309:123078321	ENSMUST00000147563	142.62624	120.138076	133.716285	128.358028	140.997813	119.199657	147.037313	139.234702	142.62624	136.711403
chr9	123074137	123074177	chr9:-:123074144:TE	9	-	2	3	ENSMUST00000147563:7:7:123072309:123078321	ENSMUST00000147563	15.085822	9.739028	13.118003	11.007964	12.747151	8.947826	13.761875	10.755685	15.085822	11.581024
chr9	123072726	123072727	chr9:-:123072727:TE	1	-	3	3	ENSMUST00000147563:7:7:123072309:123078321	ENSMUST00000147563	1.237787	1.367447	1.07707	1.408847	1.421187	1.478448	1.580773	1.528984	1.237787	0.886492
chr6	13581273	13581318	chr6:-:13581298:TE	9	-	1	2	ENSMUST00000031554:5:5:13580686:13583334	ENSMUST00000031554	18.75317	14.535524	16.246335	16.361152	14.999721	18.387855	17.030162	17.769161	18.75317	15.891508
chr6	13580657	13580700	chr6:-:13580699:TE	7	-	2	2	ENSMUST00000031554:5:5:13580686:13583334	ENSMUST00000031554	1.21478	0.601221	1.018283	1.046941	1.305838	0.402211	0.709061	0.629333	1.21478	0.884314
chr9	104047123	104047151	chr9:-:104047136:TE	7	-	1	2	ENSMUST00000035166:12:12:104046598:104047686	ENSMUST00000035166	19.90353	15.301749	19.683303	17.097888	23.785832	16.99389	20.910934	18.582226	19.90353	17.840919
chr9	104046557	104046619	chr9:-:104046603:TE	9	-	2	2	ENSMUST00000035166:12:12:104046598:104047686	ENSMUST00000035166	21.419704	17.319729	23.07198	16.979407	17.165235	14.167391	20.173918	16.491488	21.419704	16.586326
chr9	113654452	113654491	chr9:-:113654472:TE	9	-	1	2	ENSMUST00000035086:18:18:113651743:113655107	ENSMUST00000035086	26.276524	38.095059	22.727653	33.799404	33.694962	54.403221	40.838333	44.731234	26.276524	33.098596
chr9	113651717	113651775	chr9:-:113651745:TE	9	-	2	2	ENSMUST00000035086:18:18:113651743:113655107	ENSMUST00000035086	35.727882	32.321816	31.106966	33.812329	34.482818	31.914279	37.831814	37.204577	35.727882	34.984841
chr16	17643474	17643513	chr16:+:17643498:TE	9	+	1	2	ENSMUST00000090159:20:20:17642473:17644827	ENSMUST00000090159	53.438826	59.336951	49.555732	60.403778	57.35021	59.404233	61.248604	66.470685	53.438826	47.156133
chr16	17644809	17644836	chr16:+:17644828:TE	8	+	2	2	ENSMUST00000090159:20:20:17642473:17644827	ENSMUST00000090159	10.838692	7.935364	9.655841	8.071789	6.690241	9.129647	10.285191	7.989153	10.838692	7.468747
chr11	75705947	75706006	chr11:+:75705973:TE	9	+	1	2	ENSMUST00000108425:3:3:75703365:75706908	ENSMUST00000108425	162.035115	132.20423	153.538158	132.621191	131.460846	132.105316	143.481844	143.15642	162.035115	138.54973
chr11	75706893	75706938	chr11:+:75706914:TE	8	+	2	2	ENSMUST00000108425:3:3:75703365:75706908	ENSMUST00000108425	11.47139	9.456435	10.17653	12.210008	11.195381	10.731146	10.44276	12.797851	11.47139	11.526571
chr9	45965302	45965340	chr9:-:45965318:TE	9	-	1	2	ENSMUST00000172450:6:6:45962858:45968966	ENSMUST00000172450	127.699168	109.302814	118.278277	110.702202	111.568587	101.63459	126.421185	118.175269	127.699168	121.963404
chr9	45962856	45962877	chr9:-:45962860:TE	5	-	2	2	ENSMUST00000172450:6:6:45962858:45968966	ENSMUST00000172450	1.941808	1.92315	1.667045	2.535494	1.971815	1.900862	2.279668	2.481431	1.941808	2.605022
chr1	51185695	51185734	chr1:+:51185734:TE	6	+	1	2	ENSMUST00000081851:10:10:51185384:51187270	ENSMUST00000081851	65.013749	55.416684	72.388363	50.798199	57.24792	56.465702	61.751808	61.999885	65.013749	59.601868
chr1	51187259	51187290	chr1:+:51187290:TE	6	+	2	2	ENSMUST00000081851:10:10:51185384:51187270	ENSMUST00000081851	10.038042	9.786443	9.760819	9.366463	12.311872	8.462968	12.450494	10.753574	10.038042	11.892494
chr9	65487429	65487465	chr9:+:65487455:TE	9	+	1	2	ENSMUST00000034955:9:9:65486832:65488470	ENSMUST00000034955	17.738552	16.496606	15.874715	16.025096	17.278408	18.092166	21.419221	17.923327	17.738552	19.424406
chr9	65488451	65488472	chr9:+:65488470:TE	5	+	2	2	ENSMUST00000034955:9:9:65486832:65488470	ENSMUST00000034955	0.430235	0.312939	0.466101	0.245579	0.328636	0.273651	0.111823	0.211186	0.430235	0.187318
chr1	63156970	63156981	chr1:-:63156974:TE	5	-	1	2	ENSMUST00000185827:12:12:63156682:63157277	ENSMUST00000185827	81.615745	59.407125	66.249272	68.768538	56.560178	65.391489	64.295786	70.677503	81.615745	65.641773
chr1	63156671	63156684	chr1:-:63156683:TE	3	-	2	2	ENSMUST00000185827:12:12:63156682:63157277	ENSMUST00000185827	2.892005	3.391116	2.315806	3.317469	2.176396	3.939468	2.948066	3.68519	2.892005	3.286772
chr9	44790602	44790614	chr9:+:44790614:TE	1	+	1	3	ENSMUST00000239014:12:12:44790484:44792714	ENSMUST00000239014	108.545673	67.653532	123.28151	60.201283	63.761873	65.279457	62.875123	59.100305	108.545673	85.601995
chr9	44790869	44790906	chr9:+:44790892:TE	9	+	2	3	ENSMUST00000239014:12:12:44790484:44792714	ENSMUST00000239014	97.757597	86.319845	64.861468	100.504218	113.812451	114.248233	132.919637	117.873273	97.757597	99.798932
chr9	44792713	44792728	chr9:+:44792728:TE	2	+	3	3	ENSMUST00000239014:12:12:44790484:44792714	ENSMUST00000239014	2.834487	3.155938	2.800803	3.166675	2.779258	3.305847	2.904861	2.540563	2.834487	2.98837
chr19	57033264	57033279	chr19:-:57033272:TE	4	-	1	2	ENSMUST00000079360:26:26:57032732:57037337	ENSMUST00000079360	144.623265	147.530635	141.530819	138.284584	147.074311	140.30198	142.706706	145.811023	144.623265	159.509705
chr19	57032711	57032757	chr19:-:57032735:TE	7	-	2	2	ENSMUST00000079360:26:26:57032732:57037337	ENSMUST00000079360	13.691585	9.399538	10.386485	6.740493	10.705692	6.492316	12.651268	10.527605	13.691585	7.756258
chr1	135301502	135301578	chr1:-:135301548:TE	9	-	1	2	ENSMUST00000081104:6:6:135295212:135302003	ENSMUST00000081104	75.320975	63.604296	69.327216	59.852303	72.502279	66.396099	75.589927	71.074532	75.320975	69.956614
chr1	135295208	135295239	chr1:-:135295215:TE	8	-	2	2	ENSMUST00000081104:6:6:135295212:135302003	ENSMUST00000081104	12.90934	10.277662	11.671411	10.568507	10.847158	9.851424	12.62077	11.598316	12.90934	11.07788
chr14	49074389	49074411	chr14:+:49074411:TE	2	+	1	2	ENSMUST00000228238:2:2:49073548:49076693	ENSMUST00000228238	9.93681	10.158177	9.23803	9.581883	8.44224	9.122301	10.526627	11.385019	9.93681	11.570133
chr14	49075436	49075456	chr14:+:49075444:TE	1	+	2	2	ENSMUST00000228238:2:2:49073548:49076693	ENSMUST00000228238	0.322101	0.392596	0.4682	0.198186	0.489689	0.229573	0.345635	0.403365	0.322101	0.444335
chr11	116289035	116289058	chr11:-:116289050:TE	4	-	1	2	ENSMUST00000106413:19:19:116288000:116289285	ENSMUST00000106413	94.803472	68.654935	93.900376	69.755162	72.658979	74.736016	79.3665	62.232189	94.803472	81.326361
chr11	116287979	116288022	chr11:-:116287999:TE	8	-	2	2	ENSMUST00000106413:19:19:116288000:116289285	ENSMUST00000106413	25.434461	31.267307	21.43223	34.066524	30.994055	35.64254	33.186069	37.909937	25.434461	28.278433
chr9	44094024	44094068	chr9:+:44094046:TE	8	+	1	2	ENSMUST00000034508:13:13:44093773:44095627	ENSMUST00000034508	6.494933	7.320867	7.253953	4.077901	7.238693	5.719115	8.595136	6.88254	6.494933	5.53894
chr9	44095601	44095632	chr9:+:44095625:TE	9	+	2	2	ENSMUST00000034508:13:13:44093773:44095627	ENSMUST00000034508	17.09205	9.873687	8.133666	9.362155	9.576142	15.261993	9.998009	13.577126	17.09205	10.45494
chr14	62372484	62372522	chr14:+:62372508:TE	9	+	1	2	ENSMUST00000022499:11:11:62372359:62372992	ENSMUST00000022499	10.728258	9.816789	13.191487	9.84685	10.901567	9.590629	14.013477	10.130576	10.728258	13.576175
chr14	62372972	62373000	chr14:+:62372994:TE	8	+	2	2	ENSMUST00000022499:11:11:62372359:62372992	ENSMUST00000022499	1.856681	1.411069	1.925289	1.688893	1.560476	2.001874	1.15127	1.338917	1.856681	1.197962
chr3	138158252	138158293	chr3:+:138158276:TE	9	+	1	2	ENSMUST00000040321:8:8:138156704:138159821	ENSMUST00000040321	11.85331	10.321284	9.920384	10.801161	11.854829	10.332608	12.196351	12.766173	11.85331	12.199608
chr3	138159809	138159828	chr3:+:138159818:TE	8	+	2	2	ENSMUST00000040321:8:8:138156704:138159821	ENSMUST00000040321	1.932605	2.232295	2.137344	2.233906	2.38533	1.73006	1.984861	2.384286	1.932605	1.890602
chr1	158245713	158245726	chr1:-:158245723:TE	3	-	1	2	ENSMUST00000195271:8:8:158245268:158247314	ENSMUST00000195271	15.472343	14.078444	13.819253	13.106155	9.116923	10.619115	14.417566	12.531757	15.472343	16.494845
chr1	158245261	158245288	chr1:-:158245266:TE	2	-	2	2	ENSMUST00000195271:8:8:158245268:158247314	ENSMUST00000195271	6.840041	11.724766	9.177143	13.138468	13.5633	16.668815	14.638671	14.318387	6.840041	9.838534
chr1	39371855	39371884	chr1:-:39371863:TE	8	-	1	2	ENSMUST00000054462:20:20:39371491:39372786	ENSMUST00000054462	7.583173	13.719987	5.190093	6.639246	5.042709	8.797226	7.011822	7.509762	7.583173	7.041837
chr1	39371493	39371514	chr1:-:39371499:TE	5	-	2	2	ENSMUST00000054462:20:20:39371491:39372786	ENSMUST00000054462	0.727028	1.536244	1.345813	1.652272	1.275368	1.280097	0.706519	1.3537	0.727028	1.23499
chr6	149157561	149157614	chr6:-:149157566:TE	9	-	1	2	ENSMUST00000127743:4:4:149157266:149157831	ENSMUST00000127743	52.97408	54.125101	50.725183	47.795243	53.487107	55.027659	65.485178	61.729567	52.97408	55.088819
chr6	149157255	149157267	chr6:-:149157262:TE	2	-	2	2	ENSMUST00000127743:4:4:149157266:149157831	ENSMUST00000127743	5.1122	5.778933	6.017317	8.610339	7.932963	5.53913	6.140109	9.934173	5.1122	12.049318
chr17	74703043	74703087	chr17:+:74703070:TE	9	+	1	2	ENSMUST00000180037:73:73:74702203:74703356	ENSMUST00000180037	52.642777	47.741154	44.709966	44.35714	51.769931	52.223198	48.97601	50.238955	52.642777	46.931788
chr17	74703334	74703373	chr17:+:74703368:TE	9	+	2	2	ENSMUST00000180037:73:73:74702203:74703356	ENSMUST00000180037	24.049427	26.732543	25.072853	27.476826	22.249296	18.913118	29.061319	28.904981	24.049427	30.62426
chr11	76414527	76414584	chr11:+:76414562:TE	9	+	1	3	ENSMUST00000021203:4:4:76414045:76416292	ENSMUST00000021203	47.854978	38.451619	39.763421	35.555077	44.061136	36.092502	46.439657	47.326705	47.854978	37.426505
chr11	76415689	76415740	chr11:+:76415720:TE	9	+	2	3	ENSMUST00000021203:4:4:76414045:76416292	ENSMUST00000021203	9.42375	9.443159	8.526282	10.310003	7.689207	8.547451	10.038672	9.917278	9.42375	11.05392
chr11	76416271	76416314	chr11:+:76416292:TE	8	+	3	3	ENSMUST00000021203:4:4:76414045:76416292	ENSMUST00000021203	1.408041	1.356067	0.718047	0.878914	0.99026	0.752998	1.16906	1.102389	1.408041	1.091234
chr2	160762752	160762780	chr2:+:160762762:TE	3	+	1	2	ENSMUST00000109462:32:32:160762093:160763286	ENSMUST00000109462	59.508125	63.716195	64.934953	60.214208	57.234861	60.586991	66.316227	69.932018	59.508125	63.790378
chr2	160763261	160763298	chr2:+:160763283:TE	9	+	2	2	ENSMUST00000109462:32:32:160762093:160763286	ENSMUST00000109462	24.962813	24.257483	23.86981	21.371822	19.768205	21.906746	25.223751	24.845992	24.962813	21.73974
chr15	27656252	27656283	chr15:-:27656253:TE	9	-	1	2	ENSMUST00000226170:9:9:27655068:27657071	ENSMUST00000226170	19.204111	18.38372	18.667119	17.545962	16.457906	18.172975	21.088835	16.785036	19.204111	16.967496
chr15	27655066	27655088	chr15:-:27655071:TE	3	-	2	2	ENSMUST00000226170:9:9:27655068:27657071	ENSMUST00000226170	1.306809	1.10951	1.541071	2.26191	1.50389	2.047789	1.435911	1.324134	1.306809	2.522254
chr8	47668511	47668554	chr8:-:47668524:TE	9	-	1	2	ENSMUST00000146625:2:2:47667177:47669336	ENSMUST00000146625	11.519706	14.137238	12.853459	15.656728	11.09309	15.508095	11.329721	13.883345	11.519706	16.664738
chr8	47667340	47667366	chr8:-:47667345:TE	6	-	2	2	ENSMUST00000146625:2:2:47667177:47669336	ENSMUST00000146625	6.922867	6.270152	5.803162	7.151945	5.295171	5.579535	6.518783	6.696697	6.922867	6.070399
chr10	102482137	102482165	chr10:-:102482141:TE	7	-	1	2	ENSMUST00000020040:4:4:102481755:102482483	ENSMUST00000020040	6.915965	6.264462	8.230245	4.702619	4.152564	3.555622	8.37149	5.378899	6.915965	7.403404
chr10	102481739	102481778	chr10:-:102481753:TE	5	-	2	2	ENSMUST00000020040:4:4:102481755:102482483	ENSMUST00000020040	6.186636	5.613929	7.9741	6.822353	6.801237	8.275637	8.030937	7.955364	6.186636	9.468255
chr13	114828667	114828687	chr13:+:114828687:TE	1	+	1	3	ENSMUST00000184245:6:6:114828288:114832275	ENSMUST00000184245	640.31341	620.105849	545.833202	555.77723	552.519469	553.009419	602.574441	652.650259	640.31341	602.975567
chr13	114828978	114829019	chr13:+:114829000:TE	9	+	2	3	ENSMUST00000184245:6:6:114828288:114832275	ENSMUST00000184245	106.159827	91.618938	98.987591	85.27833	83.623662	85.085153	84.335007	70.897136	106.159827	109.37827
